Rating,Roaster,Coffee_Name,Review_Date,Review_Description,Complete_Review_URL,Roaster_Website_URL,Roaster Location,Coffee Origin,Roast Level,Aroma,Acidity/Structure,Acidity,Body,Flavor,Aftertaste,Agtron,Blind Assessment,Notes,Bottom Line,url,Price
94,Kafe Coffee Roastery,Costa Rica Volcán Azul Geisha Yeast-Washed,Mar 2023,"Richly sweet-tart, fruit-toned. Concord grape, dark chocolate, star anise, sandalwood, pineapple saltwater taffy in aroma and cup. Sweetly tart structure with tart-savory acidity; full, creamy-smooth mouthfeel. Cocoa-toned Concord grape takes center stage in the finish, supported by star anise and dark chocolate.",https://www.coffeereview.com/review/costa-rica-volcan-azul-geisha-yeast-washed/,https://shopee.tw/zengkaochen,"Zhubei, Taiwan","West Valley, Costa Rica",Light,9,9,,9						,9,8,62/80,"Richly sweet-tart, fruit-toned. Concord grape, dark chocolate, star anise, sandalwood, pineapple saltwater taffy in aroma and cup. Sweetly tart structure with tart-savory acidity; full, creamy-smooth mouthfeel. Cocoa-toned Concord grape takes center stage in the finish, supported by star anise and dark chocolate.","Produced by Alejo Castro of Volcán Azul entirely of the Geisha variety of Arabica, and processed by the anaerobic washed method, in which the de-pulped coffee fruit is fermented with limited oxygen, in this case with the addition of wine yeasts, before washing and drying. Kafe Coffee Roastery is a specialty roaster based in Zhubei, Taiwan. Visit shopee.tw/zengkaochen for more information.","An aromatically exciting washed anaerobic Costa Rica Geisha saturated with high-toned fruit, deep chocolate, and rich spice tones.",https://www.coffeereview.com/review/costa-rica-volcan-azul-geisha-yeast-washed/,NT $349/100 grams
94,Caoban Coffee,Ethiopia Yirgacheffe Adame G1 Natural,Mar 2023,"Gently sweet-tart, floral-toned. Pomegranate, wisteria, pistachio, lime zest, fresh-cut oak in aroma and cup. Crisply sweet-tart structure with delicately bright acidity; satiny-smooth mouthfeel. The tart-leaning finish leads with notes of pomegranate and lime zest, with undertones of oak and pistachio.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-adame-g1-natural/,,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,9,9,,9						,9,8,63/79,"Gently sweet-tart, floral-toned. Pomegranate, wisteria, pistachio, lime zest, fresh-cut oak in aroma and cup. Crisply sweet-tart structure with delicately bright acidity; satiny-smooth mouthfeel. The tart-leaning finish leads with notes of pomegranate and lime zest, with undertones of oak and pistachio.",Produced by members of the Adame Garbota Cooperative and processed by the natural method (dried in the whole fruit). Caoban Coffee is a specialty roaster and cafe based in Taipei. Visit www.facebook.com/CAOBANCOFFEE for more information.,"A juicy, bright natural-processed Ethiopia cup — invitingly tart, balanced by sweet floral and aromatic wood notes.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-adame-g1-natural/,NT $550/8 ounces
93,Buon Caffe,Ethiopia Yirgacheffe Konga Washed Process,Mar 2023,"Sweetly fruit-forward, richly aromatic. Lychee, tangerine zest, cocoa nib, lemon verbena, maple syrup in aroma and cup. Sweet-tart structure with bright acidity; satiny-smooth mouthfeel. The finish centers around notes of lychee and tangerine zest with cocoa undertones. ",https://www.coffeereview.com/review/ethiopia-yirgacheffe-konga-washed-process/,https://www.buoncaffe.com.tw/,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,9,9,,8						,9,8,62/81,"Sweetly fruit-forward, richly aromatic. Lychee, tangerine zest, cocoa nib, lemon verbena, maple syrup in aroma and cup. Sweet-tart structure with bright acidity; satiny-smooth mouthfeel. The finish centers around notes of lychee and tangerine zest with cocoa undertones. ","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional selections of landrace varieties of Arabica long grown in the region. Processed by the traditional washed method (fruit skin and pulp are removed before drying).  Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","A complex, balanced washed Ethiopia cup with cocoa-toned tropical fruit and sweet herb suggestions.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-konga-washed-process/,NT $349/8 ounces
93,Kafe Coffee Roastery,Costa Rica Tarrazu Caturra Anaerobic Natural Espresso,Mar 2023,"Evaluated as espresso. Deeply floral, spice-toned. Baking spices, narcissus, dark chocolate, cedar, a hint of wine barrel in aroma and small cup. Crisp, velvety mouthfeel; richly wood-framed, fruit-forward finish. In three parts milk, baking spices predominate, with undertones of sweetly spicy florals.",https://www.coffeereview.com/review/costa-rica-tarrazu-caturra-anaerobic-natural-espresso/,https://shopee.tw/zengkaochen,"Zhubei, Taiwan","Tarrazu, Costa Rica",Medium-Light,9,,,8						,9,8,56/78,"Evaluated as espresso. Deeply floral, spice-toned. Baking spices, narcissus, dark chocolate, cedar, a hint of wine barrel in aroma and small cup. Crisp, velvety mouthfeel; richly wood-framed, fruit-forward finish. In three parts milk, baking spices predominate, with undertones of sweetly spicy florals.","Produced by smallholding farmers entirely of the Caturra variety of Arabica, and processed by the anaerobic natural method, in which whole coffee fruit is fermented with limited oxygen before drying, also in the whole fruit. Kafe Coffee Roastery is a specialty roaster based in Zhubei, Taiwan. Visit shopee.tw/zengkaochen for more information.","A uniquely composed anaerobic natural Costa Rica roasted for espresso applications, with heady floral and warm spice notes in both the straight shot and in cappuccino-scaled milk.",https://www.coffeereview.com/review/costa-rica-tarrazu-caturra-anaerobic-natural-espresso/,NT $349/8 ounces
93,Caoban Coffee,Ethiopia Yirgacheffe Banko Gotiti  G1 Natural,Mar 2023,"Balanced, crisply fruit-toned. Black cherry, pink grapefruit zest, almond, agave syrup, lilac in aroma and cup. Sweet-toned structure with gentle acidity; full, syrupy mouthfeel. Delicately fruit-toned finish with undertones of almond. ",https://www.coffeereview.com/review/ethiopia-yirgacheffe-banko-gotiti-g1-natural/,,"Xinbei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,9,8,,9						,9,8,63/79,"Balanced, crisply fruit-toned. Black cherry, pink grapefruit zest, almond, agave syrup, lilac in aroma and cup. Sweet-toned structure with gentle acidity; full, syrupy mouthfeel. Delicately fruit-toned finish with undertones of almond. ","Produced by smallholding-farmer members of Banko Gotiti Cooperative in the district of Gedeb, Ethiopia, from selections of indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Caoban Coffee is a specialty roaster and cafe based in Taipei. Visit www.facebook.com/CAOBANCOFFEE for more information.","A delicate, balanced natural-processed Ethiopia cup, fruit-forward and nutty with floral undertones.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-banko-gotiti-g1-natural/,NT $500/8 ounces
90,Buon Caffe,Ethiopia Guji Bule Hora Blue Nile Natural,Mar 2023,"Balanced, delicate, fruit-toned. Lily, baking chocolate, dried blueberry, cedar, agave syrup in aroma and cup. Sweet-toned with brisk acidity; velvety mouthfeel. Fruit-toned finish with cedar undertones.",https://www.coffeereview.com/review/ethiopia-guji-bule-hora-blue-nile-natural/,https://www.buoncaffe.com.tw/,"Taipei, Taiwan"," Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,8,8,,8						,8,8,54/84,"Balanced, delicate, fruit-toned. Lily, baking chocolate, dried blueberry, cedar, agave syrup in aroma and cup. Sweet-toned with brisk acidity; velvety mouthfeel. Fruit-toned finish with cedar undertones.","Produced by smallholding farmers from selections of indigenous landrace varieties of Arabica long grown in the region, and processed by the natural method (dried in the whole fruit). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.",A natural-processed Ethiopia characterized by pleasing aromatic wood notes with support from ripe berry and crisp chocolate.,https://www.coffeereview.com/review/ethiopia-guji-bule-hora-blue-nile-natural/,NT $369/8 ounces
90,Coffee Dusk Roasters,Bollywood Espresso,Mar 2023,"Evaluated as espresso. Sweetly nut-toned. Hazelnut, cocoa nib, red apple, caramel, fresh-cut fir in aroma and small cup. Crisply velvety mouthfeel; gently drying, nut-toned finish. Lively and complex in three parts milk, with nut and caramel tones commingling, supported by notes of apple and cocoa nib.",https://www.coffeereview.com/review/bollywood-espresso/,,"Daejeon, South Korea",Guatemala,Medium-Light,8,,,8						,8,7,57/73,"Evaluated as espresso. Sweetly nut-toned. Hazelnut, cocoa nib, red apple, caramel, fresh-cut fir in aroma and small cup. Crisply velvety mouthfeel; gently drying, nut-toned finish. Lively and complex in three parts milk, with nut and caramel tones commingling, supported by notes of apple and cocoa nib.","Produced in Guatemala and processed by the traditional washed method (fruit skin and pulp are removed before drying). Coffee Dusk is a café and nano-roaster based in Daejeon, South Korea. Visit https://www.instagram.com/COFFEEDUSK/ for more information.",A washed Guatemala roasted for espresso applications; especially lively and complex in cappuccino-scaled milk.,https://www.coffeereview.com/review/bollywood-espresso/,"KRW $13,000/200 grams"
90,Philipsburg Coffee Roasters,Beaverslide Rwanda/Ethiopia Blend,Mar 2023,"Crisply chocolaty, roast-rounded. Baking chocolate, gently scorched fir, salted caramel, date, orange zest in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. Chocolaty finish with undertones of salted caramel.",https://www.coffeereview.com/review/beaverslide-rwanda-ethiopia-blend/,,"Philipsburg, Montana",Rwanda; Ethiopia,Medium,8,8,,8						,8,8,48/63,"Crisply chocolaty, roast-rounded. Baking chocolate, gently scorched fir, salted caramel, date, orange zest in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. Chocolaty finish with undertones of salted caramel.","A blend comprised of two green coffees, a washed-process Rwanda and a natural-processed Ethiopia. Philipsburg Coffee Roasters is a specialty roaster based in Montana’s Flint Creek Valley that focuses on four or five seasonally rotating coffees at a time. Visit philipsburgcoffeeroasters.com for more information.

 ",A medium-dark roasted Rwanda/Ethiopia blend driven by notes of date and crisp chocolate with a hint of roastiness.,https://www.coffeereview.com/review/beaverslide-rwanda-ethiopia-blend/,$12.00/12 ounces
93,Old World Coffee Lab,Guatemala ELLA Women-Owned Farms,Feb 2023,"Crisply sweet-tart, richly nut-toned. Black cherry, cocoa nib, hazelnut, lime zest, cedar in aroma and cup. Sweet-tart structure with gently bright, balanced acidity; crisp, satiny mouthfeel. The flavor-saturated finish centers around sweet nut and chocolate tones.",https://www.coffeereview.com/review/guatemala-ella-women-owned-farms/,https://oldworldcoffee.co/,"Reno, Nevada",Guatemala,Light,9,9,,8						,9,8,62/80,"Crisply sweet-tart, richly nut-toned. Black cherry, cocoa nib, hazelnut, lime zest, cedar in aroma and cup. Sweet-tart structure with gently bright, balanced acidity; crisp, satiny mouthfeel. The flavor-saturated finish centers around sweet nut and chocolate tones.","Produced by ELLA —Women Producers of Guatemala — from trees of the Catuai, Bourbon and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Old World Coffee Lab is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit www.oldworldcoffee.co for more information.","A bright, balanced, women-farmed Guatemala cup driven by dark stone fruit, crisp chocolate, and deeply sweet hazelnut notes.",https://www.coffeereview.com/review/guatemala-ella-women-owned-farms/,$18.75/12 ounces
93,Old World Coffee Lab,Ethiopia Banko Gotiti,Feb 2023,"Richly floral, subtly complex. Star jasmine, cocoa nib, apricot, almond butter, cedar in aroma and cup. Sweet-toned structure with floral acidity; crisp, silky mouthfeel. The resonant finish centers around notes of cocoa nib and almond butter.",https://www.coffeereview.com/review/ethiopia-banko-gotiti-4/,https://oldworldcoffee.co/,"Reno, Nevada","Gedeb District, Gedeo Zone, southern Ethiopia",Light,9,9,,8						,9,8,62/80,"Richly floral, subtly complex. Star jasmine, cocoa nib, apricot, almond butter, cedar in aroma and cup. Sweet-toned structure with floral acidity; crisp, silky mouthfeel. The resonant finish centers around notes of cocoa nib and almond butter.","Produced by smallholding-farmer members Banko Gotiti Cooperative located in the village of Banko Gotiti in the southern district of Gedeb, Ethiopia, from selections of indigenous landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and pulp removed before drying). Old World Coffee Lab is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit www.oldworldcoffee.co for more information.","A classic Ethiopia cup — juicy, brightly sweet, freshly floral, cocoa-toned — balanced and inviting.",https://www.coffeereview.com/review/ethiopia-banko-gotiti-4/,$22.00/12 ounces
92,Old World Coffee Lab,Ethiopia Hambela Alaka,Feb 2023,"Sweetly citrusy, floral-toned. Violet, pink grapefruit, baking chocolate, fresh-cut fir, cane sugar in aroma and cup. Sweet-tart structure with brisk acidity; crisp, satiny mouthfeel. The quiet finish consolidates to notes of pink grapefruit and fresh-cut fir.",https://www.coffeereview.com/review/ethiopia-hambela-alaka-3/,https://oldworldcoffee.co/,"Reno, Nevada","Hambela Wamena, Guji Zone, Oromia Region, Ethiopia",Medium-Light,9,8,,8						,9,8,58/77,"Sweetly citrusy, floral-toned. Violet, pink grapefruit, baking chocolate, fresh-cut fir, cane sugar in aroma and cup. Sweet-tart structure with brisk acidity; crisp, satiny mouthfeel. The quiet finish consolidates to notes of pink grapefruit and fresh-cut fir.","Produced by smallholding farmers surrounding METAD's Hambela Estate from selections of indigenous landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and pulp removed before drying). Old World Coffee Lab is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit www.oldworldcoffee.co for more information.","A friendly washed-process Ethiopia cup with gently sweet notes of citrus and delicate flowers throughout, supported by rich aromatic wood notes.",https://www.coffeereview.com/review/ethiopia-hambela-alaka-3/,$22.00/12 ounces
91,Old World Coffee Lab,Guatemala Bella Vista,Feb 2023,"Crisply sweet-tart. Pomegranate, freesia, cashew butter, oak, maple syrup in aroma and cup. Tart-leaning structure with brisk acidity; very full, syrupy mouthfeel. Gently drying finish that leads with notes of cashew butter and oak.",https://www.coffeereview.com/review/guatemala-bella-vista-2/,https://oldworldcoffee.co/,"Reno, Nevada","Antigua, Guatemala",Medium-Light,8,8,,9						,9,7,60/77,"Crisply sweet-tart. Pomegranate, freesia, cashew butter, oak, maple syrup in aroma and cup. Tart-leaning structure with brisk acidity; very full, syrupy mouthfeel. Gently drying finish that leads with notes of cashew butter and oak.","Produced by Don Arcenio Castillo from trees of the Caturra and Bourbon varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Old World Coffee Lab is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit www.oldworldcoffee.co for more information.","A brightly sweet, tart Guatemala profile with ballast from rich nut and aromatic wood notes.",https://www.coffeereview.com/review/guatemala-bella-vista-2/,$24.00/12 ounces
90,Old World Coffee Lab,Guatemala Ayarza Natural,Feb 2023,"Crisp, sweetly nut-toned. Hazelnut, caramel, roasted pear, balsam, lemon zest in aroma and cup. Sweet-toned structure with gentle acidity; crisp, silky mouthfeel. The gently drying finish leads with notes of hazelnut and caramel, with undertones of balsam.",https://www.coffeereview.com/review/guatemala-ayarza-natural/,https://oldworldcoffee.co/,"Reno, Nevada","Laguna de Ayarza, southeast Guatemala",Medium-Light,8,8,,8						,9,7,59/75,"Crisp, sweetly nut-toned. Hazelnut, caramel, roasted pear, balsam, lemon zest in aroma and cup. Sweet-toned structure with gentle acidity; crisp, silky mouthfeel. The gently drying finish leads with notes of hazelnut and caramel, with undertones of balsam.","Produced by smallholding members of Cooperativa El Porvenir from trees of the Bourbon, Caturra and Yellow Catuaí varieties of Arabica, and processed by the natural method (dried in the whole fruit). Old World Coffee Lab is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit www.oldworldcoffee.co for more information.","A crisply nutty, richly wood-framed Guatemala natural cup.",https://www.coffeereview.com/review/guatemala-ayarza-natural/,$21.50/12 ounces
94,Temple Coffee,Kenya Gichathaini,Feb 2023,"Richly sweet-savory, spice-toned. Dried fig, pistachio, allspice, narcissus, salted caramel in aroma and cup. Vibrantly sweet-savory structure with juicy acidity; viscous, satiny mouthfeel. The resonant finish consolidates to notes of salted caramel and allspice.",https://www.coffeereview.com/review/kenya-gichathaini-5/,https://www.templecoffee.com,"Sacramento, California","Mathira West District, Nyeri growing region, Kenya",Light,9,9,,9						,9,8,64/82,"Richly sweet-savory, spice-toned. Dried fig, pistachio, allspice, narcissus, salted caramel in aroma and cup. Vibrantly sweet-savory structure with juicy acidity; viscous, satiny mouthfeel. The resonant finish consolidates to notes of salted caramel and allspice.","Produced by smallholding members of the Gikanda Farmers Cooperative Society from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica, and processed by the washed method at the Gichathaini Factory. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. ","A complex, multi-layered Kenya cup with a trifecta of sweet, spice-toned and umami impulses.",https://www.coffeereview.com/review/kenya-gichathaini-5/,$25.00/12 ounces
94,Durango Coffee Company,Guatemala Retiro del Quisaya Natural Process,Feb 2023,"Berry-driven, brightly sweet-tart. Berry melange, cocoa nib, amber, cedar, a hint of sassafras in aroma and cup. Complex, bittersweet structure with juicy acidity; very full, syrupy mouthfeel. The long, resonant finish centers around cocoa nib and raspberry notes.",https://www.coffeereview.com/review/guatemala-retiro-del-quisaya-natural-process/,https://www.durangocoffee.com/,"Durango, Colorado","San Martin Jilotepeque, Chimaltenango Department, Guatemala",Medium-Light,9,9,,9						,9,8,59/78,"Berry-driven, brightly sweet-tart. Berry melange, cocoa nib, amber, cedar, a hint of sassafras in aroma and cup. Complex, bittersweet structure with juicy acidity; very full, syrupy mouthfeel. The long, resonant finish centers around cocoa nib and raspberry notes.","Produced by Juan Luis Barrios Ortega of Finca Retiro del Quisaya from trees of the Bourbon, Typica and Pache varieties of Arabica, and processed by the natural method (dried in the whole fruit). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",A fruit-forward natural-processed Guatemala cup complicated by resiny amber-like notes and a rich cocoa throughline.,https://www.coffeereview.com/review/guatemala-retiro-del-quisaya-natural-process/,$18.95/12 ounces
94,RamsHead Coffee Roasters,Ethiopia Sidama Karamo Anaerobic Natural,Feb 2023,"Elegantly fruit-toned, lactic-leaning. Mulberry, pineapple yogurt, cocoa nib, hop flowers, sandalwood in aroma and cup. Bittersweet structure with bright, winy acidity; plush, syrupy mouthfeel. Crisp finish with notes of pineapple yogurt and sandalwood. ",https://www.coffeereview.com/review/ethiopia-sidama-karamo-anaerobic-natural/,https://bit.ly/2P8dTQf,"Bozeman, Montana","Sidamo growing region, south-central Ethiopia.",Medium-Light,9,9,,9						,9,8,62/79,"Elegantly fruit-toned, lactic-leaning. Mulberry, pineapple yogurt, cocoa nib, hop flowers, sandalwood in aroma and cup. Bittersweet structure with bright, winy acidity; plush, syrupy mouthfeel. Crisp finish with notes of pineapple yogurt and sandalwood. ","Produced by smallholding farmers from local heirloom varieties long grown in the region, and processed by the Yonis family at the Gara Agena Washing Station by the anaerobic natural method, in which whole coffee fruit is fermented with limited oxygen before drying, also in the whole fruit. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","An unabashedly fruit-forward anaerobic natural Ethiopia with the tangy, yogurt-like aromatics and flavor that often result from anaerobic fermentation; dark berry fruit, cocoa nib and bittersweet florals round out the profile.",https://www.coffeereview.com/review/ethiopia-sidama-karamo-anaerobic-natural/,$35.00/12 ounces
94,Temple Coffee,Colombia Geiner Montano,Feb 2023,"Deeply sweet, richly savory. Dark chocolate, apricot, lilac, almond, cedar in aroma and cup. Brightly sweet structure with juicy acidity; full, satiny-smooth mouthfeel. The sweet finish consolidates to notes of dark chocolate and almond butter.",https://www.coffeereview.com/review/colombia-geiner-montano/,https://www.templecoffee.com,"Sacramento, California","Huila Department, Colombia",Medium-Light,9,9,,9						,9,8,62/78,"Deeply sweet, richly savory. Dark chocolate, apricot, lilac, almond, cedar in aroma and cup. Brightly sweet structure with juicy acidity; full, satiny-smooth mouthfeel. The sweet finish consolidates to notes of dark chocolate and almond butter.","Produced by Geiner Montano of Finca La Esperanza from trees of the Colombia and Castillo varieties of Arabica, and processed by the traditional washed method (skin and fruit flesh are removed before drying). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. ","A classic washed Colombia cup with deep chocolate notes and especially vibrant, high-toned acidity.",https://www.coffeereview.com/review/colombia-geiner-montano/,$24.50/12 ounces
93,Durango Coffee Company,Guatemala Retiro del Quisaya Washed Process,Feb 2023,"Richly sweet, nut- and spice-toned. Macadamia nut, caramel, nutmeg, baking chocolate, fresh-cut oak in aroma and cup. Sweet structure with balanced, bright acidity; crisp, satiny mouthfeel. Quietly confident, caramelly and nutty finish.",https://www.coffeereview.com/review/guatemala-retiro-del-quisaya-washed-process/,https://www.durangocoffee.com/,"Durango, Colorado","San Martin Jilotepeque, Chimaltenango Department, Guatemala",Medium-Light,9,9,,8						,9,8,58/76,"Richly sweet, nut- and spice-toned. Macadamia nut, caramel, nutmeg, baking chocolate, fresh-cut oak in aroma and cup. Sweet structure with balanced, bright acidity; crisp, satiny mouthfeel. Quietly confident, caramelly and nutty finish.","Produced by Juan Luis Barrios Ortega of Finca Retiro del Quisaya from trees of the Bourbon, Typica and Pache varieties of Arabica, and processed by the traditional washed method (skin and fruit pulp removed before washing). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",A balanced washed Guatemala cup with deeply sweet nut and rich caramel tones throughout,https://www.coffeereview.com/review/guatemala-retiro-del-quisaya-washed-process/,$18.95/12 ounces
91,Rusty Dog Coffee,Papua New Guinea Kagamuga Natural,Feb 2023,"Brightly sweet-tart. Lime zest, baking chocolate, agave syrup, freesia, marjoram in aroma and cup. Sweetly tart structure with brisk acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of baking chocolate and marjoram.",https://www.coffeereview.com/review/papua-new-guinea-kawamuga-natural/,https://www.rustydogcoffee.com/,"Madison, Wisconsin","Jikawa Province, Papua New Guinea",Medium-Light,9,8,,8						,9,7,61/78,"Brightly sweet-tart. Lime zest, baking chocolate, agave syrup, freesia, marjoram in aroma and cup. Sweetly tart structure with brisk acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of baking chocolate and marjoram.","Produced by smallholding farmers in the Kindeng and Arufa municipalities and processed by the natural method (dried in the whole fruit). Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information. ",An invitingly tart-leaning natural-processed Papua New Guinea with suggestions of bright citrus and crisp chocolate throughout.,https://www.coffeereview.com/review/papua-new-guinea-kawamuga-natural/,$18.25/12 ounces
94,JBC Coffee Roasters,Kabiufa Papua New Guinea,Feb 2023,"Bright, juicy-sweet. Dark chocolate, goji berry, fine musk, almond butter, cedar in aroma and small cup. Creamy-smooth mouthfeel; resonant finish consolidates to notes of goji berry and almond. In three parts milk, dark chocolate notes are amplified, while dried berry notes provide sweet-tart ballast.",https://www.coffeereview.com/review/kabiufa-papua-new-guinea-3/,https://www.jbccoffeeroasters.com/product-category/coffee/,"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",Medium-Light,9,,,9						,9,8,58/77,"Bright, juicy-sweet. Dark chocolate, goji berry, fine musk, almond butter, cedar in aroma and small cup. Creamy-smooth mouthfeel; resonant finish consolidates to notes of goji berry and almond. In three parts milk, dark chocolate notes are amplified, while dried berry notes provide sweet-tart ballast.","Evaluated as espresso. Produced by smallholding farmers, from trees of the Arusha, Bourbon and Typica varieties of Arabica, and processed by the traditional washed method (fruit pulp and skin removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information ","A harmonious, complex PNG espresso that offers a medley of dried fruit, rich aromatic wood and deep chocolate notes.",https://www.coffeereview.com/review/kabiufa-papua-new-guinea-3/,$20.00/12 ounces
94,Paradise Roasters,Ka‘u Red Catuai Peaberry,Feb 2023,"Cocoa-toned, delicately sweet-tart. Cocoa nib, almond nougat, Cara Cara orange, magnolia, lemon thyme in aroma and small cup. Gently bright structure with juicy-sweet acidity; full, vibrant mouthfeel. Cocoa- and citrus-toned finish.",https://www.coffeereview.com/review/kau-red-catuai-peaberry/,https://paradiseroasters.com/,"Hilo, Hawaii","Ka‘u growing region, Big Island of Hawai’i",Medium-Light,9,9,,9						,9,8,59/74,"Cocoa-toned, delicately sweet-tart. Cocoa nib, almond nougat, Cara Cara orange, magnolia, lemon thyme in aroma and small cup. Gently bright structure with juicy-sweet acidity; full, vibrant mouthfeel. Cocoa- and citrus-toned finish.","Produced at Miranda Farms entirely of the Red Catuai variety of Arabica, and processed by the traditional washed method. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A subtly complex, quietly confident Ka‘ū cup with equal impulses toward cocoa and sweet citrus.",https://www.coffeereview.com/review/kau-red-catuai-peaberry/,$30.00/4 ounces
93,JBC Coffee Roasters,El Venado Costa Rica Yellow Honey SL28,Feb 2023,"Delicately high-toned, balanced. Pink grapefruit, cocoa nib, narcissus, lychee, a hint of green peppercorn in aroma and small cup. Richly viscous mouthfeel; cocoa-toned finish with a hint of pink grapefruit. In cappuccino-scaled milk, floral and cocoa notes take center stage, while sweet citrus recedes.",https://www.coffeereview.com/review/el-venado-costa-rica-yellow-honey-sl28/,https://www.jbccoffeeroasters.com/product-category/coffee/,"Madison, Wisconsin","West Valley growing region, Costa Rica",Medium-Light,9,,,9						,9,8,60/76,"Delicately high-toned, balanced. Pink grapefruit, cocoa nib, narcissus, lychee, a hint of green peppercorn in aroma and small cup. Richly viscous mouthfeel; cocoa-toned finish with a hint of pink grapefruit. In cappuccino-scaled milk, floral and cocoa notes take center stage, while sweet citrus recedes.","Evaluated as espresso. Produced at Finca El Venado and processed at Cerro San Luis Micromill entirely of the SL28 variety of Arabica, and processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information ",A pretty Costa Rica yellow honey espresso with an especially inviting mouthfeel; citrusy and floral in the straight shot.,https://www.coffeereview.com/review/el-venado-costa-rica-yellow-honey-sl28/,$20.00/8 ounces
