Rating,Roaster,Coffee_Name,Review_Date,Review_Description,Complete_Review_URL,Roaster_Website_URL
93,Flower Child Coffee,Honduras Roberto Figueroa,Nov 2022,"Savory leaning, complexly sweet. Jackfruit, black sesame, freesia, agave syrup, fresh-cut oak in aroma and cup. Savory-sweet structure with juicy, apple-toned malic acidity; crisp, dry Vermouth-like mouthfeel. Quiet finish with notes of jackfruit and black sesame.",https://www.coffeereview.com/review/honduras-roberto-figueroa/,
93,Wonderstate Coffee,Guatemala Tojquia,Nov 2022,"Vibrant, elegantly layered. Pink grapefruit, papaya, cocoa nib, dried hibiscus, cedar in aroma and cup. Sweet-toned with bright acidity; lush mouthfeel. Clean, lingering finish.",https://www.coffeereview.com/review/guatemala-tojquia/,
92,Bird Rock Coffee Roasters,Guatemala Don Angel,Nov 2022,"Sweetly tart, high-toned. Pie cherry, baking chocolate, cane sugar, almond, a hint of narcissus in aroma and cup. Tart-leaning structure with juicy acidity; delicately satiny mouthfeel. The clean, refreshing finish is centered around tart fruit notes.",https://www.coffeereview.com/review/guatemala-don-angel/,http://bit.ly/2CcjgEd
92,Chromatic Coffee,El Salvador La Lagunita,Nov 2022,"Deeply chocolaty, richly sweet. Dark chocolate, cantaloupe, pipe tobacco, hazelnut, cedar in aroma and cup. Sweet structure with brisk acidity; crisp, velvety mouthfeel. The finish consolidates to notes of pipe tobacco and hazelnut.",https://www.coffeereview.com/review/el-salvador-la-lagunita/,
92,GK Coffee,El Salvador Finca Santa Elena El Corozo Pacamara,Nov 2022,"Crisply chocolaty, sweetly herb-toned. Cocoa nib, orange zest, fennel, red apple, cedar in aroma and cup. Sweet-savory structure with citrusy acidity; very full, satiny mouthfeel. The finish leads with notes of cocoa nib and orange zest.",https://www.coffeereview.com/review/el-salvador-finca-santa-elena-el-corzo-pacamara/,https://www.gkcoffee.com.tw
92,Small Eyes Cafe,Panama Mama Cata Typica,Nov 2022,"Crisply sweet, deeply nut-toned. Dried apricot, saltwater taffy, cocoa powder, cashew, maple syrup in aroma and cup. Sweet-savory structure with brisk acidity; delicate, silky mouthfeel. Cocoa powder and cashew lead in the quiet finish.",https://www.coffeereview.com/review/panama-mama-cata-typica/,
91,Speckled Ax,Guatemala Valentón,Nov 2022,"Very sweet, intricately balanced. Milk chocolate, pineapple, nougat, oak, lily in aroma and cup. Sweet-toned with very balanced acidity; crisp, lightly satiny mouthfeel. There’s a hint of sweet chocolate in the gently drying finish that’s predominated by aromatic wood notes.",https://www.coffeereview.com/review/guatemala-valenton/,
92,Sucré Beans,Nicaragua Jinotega Fincas Mierisch La Escondida Red Pacamara,Nov 2022,"Sweetly savory, uniquely composed. Ripe tomato, Meyer lemon zest, caramel, baking chocolate, redwood in aroma and cup. Savory-sweet structure with delicately bright acidity; silky-smooth mouthfeel. Caramel and Meyer lemon zest lead in the sweetly tart finish.",https://www.coffeereview.com/review/nicaragua-jinotega-fincas-mierisch-la-escondida-red-pacamara/,
91,Tico Coffee Roasters,Costa Rica Finca San Luis,Nov 2022,"Crisp, nutty, sweetly herb-toned. Lemon balm, praline, golden raisin, baking chocolate, magnolia in aroma and cup. Richly sweet structure with balanced, high-toned acidity; crisp, satiny mouthfeel. Gently drying finish with notes of cocoa-toned raisin and praline.",https://www.coffeereview.com/review/costa-rica-finca-san-luis/,
95,Magnolia Coffee,Colombia Finca Samboni Gesha Anaerobic Natural,Nov 2022,"Intensely aromatic, richly sweet-tart. Raspberry jam, star jasmine, tangerine zest, oak forest, amber in aroma and cup. High-toned, sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The long, resonant finish centers around notes of raspberry and star jasmine.",https://www.coffeereview.com/review/colombia-finca-samboni-gesha-anaerobic-natural/,https://magnoliacoffeeco.com/
94,Bird Rock Coffee Roasters,Colombia Tres Dragones,Nov 2022,"Richly chocolaty, sweetly fermenty. Cherry cordial, chocolate fudge, almond brittle, fine musk, gardenia in aroma and cup. Brightly sweet structure with juicy, winey acidity; full, viscous mouthfeel. Crisply chocolaty, fruity finish with a whisper of alcohol ferment.",https://www.coffeereview.com/review/colombia-tres-dragones-2/,http://bit.ly/2CcjgEd
94,Magnolia Coffee,Rwanda Cyesha Natural,Nov 2022,"Sweetly tart, juicy, bright. Red grape, sandalwood, dark chocolate, almond butter, pink grapefruit zest in aroma and small cup. Sweet-tart structure with elegantly high-toned acidity; syrupy-smooth mouthfeel. Crisply fruit-toned finish.",https://www.coffeereview.com/review/rwanda-cyesha-natural/,https://magnoliacoffeeco.com/
92,Samlin Coffee,Ethiopia Guji Hambela Wate Natural G1,Nov 2022,"High-toned, crisply sweet-tart. Dried plum, baking chocolate, rhododendron, cedar, almond in aroma and cup. Sweetly tart with brisk acidity; velvety mouthfeel. The fruit-toned finish is supported by notes of cedar and baking chocolate.",https://www.coffeereview.com/review/ethiopia-guji-hambela-wate-natural-g1/,
93,El Gran Cafe,Tinamit Tolimán,Nov 2022,"Deeply sweet-tart, chocolate-toned. Dark chocolate, pomegranate, praline, magnolia, a hint of marjoram in aroma and cup. Sweet-tart structure with brisk acidity; very full, syrupy mouthfeel. The finish consolidates to dark chocolate with undertones of praline and magnolia.
",https://www.coffeereview.com/review/tinamit-toliman/,https://elgran.cafe/
92,El Gran Cafe,Finca Patzibir,Nov 2022,"Crisply sweet, nut-toned. Almond brittle, pie cherry, magnolia, baking chocolate, mesquite in aroma and cup. Sweet structure with brisk acidity; very syrupy mouthfeel. The finish consolidates to notes of baking chocolate, pie cherry and mesquite.
",https://www.coffeereview.com/review/finca-patzibir/,https://elgran.cafe/
93,El Gran Cafe,Proyecto Aurora,Nov 2022,"Chocolaty, floral-framed. Cocoa nib, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Cocoa nib and honeysuckle carry the finish, with hints of cedar underneath.
",https://www.coffeereview.com/review/proyecto-aurora-2/,https://elgran.cafe/
93,El Gran Cafe,Finca El Potrero,Nov 2022,"High-toned, enticingly sweet. Black cherry, narcissus, cashew butter, lemon verbena, juniper bark in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. The finish leads with notes of black cherry and lemon verbena, rounding to creamy cashew in the long.
",https://www.coffeereview.com/review/finca-el-potrero/,https://elgran.cafe/
93,El Gran Cafe,Chacayá Santiago Atitlán,Nov 2022," Vibrantly sweet, subtly nuanced. Apricot, dark chocolate, hazelnut, hyacinth, honey in aroma and cup. Sweetly tart structure with brisk acidity; smooth, syrupy mouthfeel. The chocolaty finish is supported by notes of apricot and hazelnut. 
",https://www.coffeereview.com/review/chacaya-santiago-atitlan/,https://elgran.cafe/
94,El Gran Cafe,Espresso No. 3,Nov 2022,"Evaluated as espresso. Multi-layered, complex. Dark chocolate, dried apricot, star jasmine, cedar, hazelnut butter in aroma and small cup. Very syrupy mouthfeel; crisply fruit-toned finish. In three parts milk, chocolate and apricot notes are amplified, supported by spicy florals.
",https://www.coffeereview.com/review/espresso-no-3/,https://elgran.cafe/
94,El Gran Cafe,Finca Santa Isabel,Nov 2022,"Delicate, deeply aromatic. Bergamot, nectarine, hazelnut, narcissus, cedar in aroma and cup. Sweetly savory with bright, juicy acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of bergamot, narcissus and cedar. 
",https://www.coffeereview.com/review/finca-santa-isabel-3/,https://elgran.cafe/
92,El Gran Cafe,Esperanza Villa Sarchi,Nov 2022,"Crisply sweet, nut-toned. Nutella, peach, lime zest, cedar, magnolia in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Gently drying, very sweet nut-toned finish. 
",https://www.coffeereview.com/review/esperanza-villa-sarchi-2/,https://elgran.cafe/
91,El Gran Cafe,5a Sur,Nov 2022,"Chocolate-toned, richly sweet-savory. Dark chocolate, nasturtium, black ucherry, cedar, agave syrup in aroma and cup. Bittersweet structure with gentle, rounded acidity; plush, syrupy mouthfeel. The quiet finish consolidates to crisp cocoa-toned cedar notes.
",https://www.coffeereview.com/review/5a-sur-3/,https://elgran.cafe/
91,El Gran Cafe,5a Poniente,Nov 2022,"Sweetly herb- and spice-toned. Lemon verbena, plum, clove, oak, maple syrup in aroma and cup. Sweetly tart structure with delicate acidity; crisp, silky mouthfeel. The finish leads with notes of lemon verbena and plum in the short, consolidating to fragrant oak in the long.
",https://www.coffeereview.com/review/5a-poniente-3/,https://elgran.cafe/
95,modcup coffee,Colombia Castillo Fruit Maceration Series (Passionfruit),Oct 2022,"Powerfully aromatic, fruit-centered. Passionfruit, lychee, ginger flower, almond brittle, kumquat in aroma and cup. Sweet-tart structure with apple-toned, malic acidity; full, syrupy mouthfeel. Exceptionally harmonious and integrated finish into the far long.
",https://www.coffeereview.com/review/colombia-castillo-fruit-maceration-series-passionfruit/,https://www.modcup.com/
93,modcup coffee,Colombia Castillo Fruit Maceration Series (Grape),Oct 2022,"Candy-like, chocolaty. Jolly Roger candy, baking chocolate, bay leaf, crisped rice, cedar in aroma and cup. Tart-leaning structure with brisk acidity; full, satiny mouthfeel. Crisply tart finish with fruit and aromatic wood impulses.
",https://www.coffeereview.com/review/colombia-castillo-fruit-maceration-series-grape/,https://www.modcup.com/
94,modcup coffee,Colombia Castillo Fruit Maceration Series (Strawberry),Oct 2022,"Sweetly tart, delicately bright. Berry melange, narcissus, cocoa nib, amber, agave syrup in aroma and cup. Brightly tart with brisk acidity; creamy, viscous mouthfeel. The long, resonant finish is flavor-saturated, balanced and complex.
",https://www.coffeereview.com/review/colombia-castillo-fruit-maceration-series-strawberry/,https://www.modcup.com/
93,modcup coffee,Balearic Beans,Oct 2022,"Crisply sweet-tart, cocoa-toned. Watermelon candy, cocoa nib, pistachio brittle, fresh-cut fir, brown sugar in aroma and cup. Tart-leaning structure with citric acidity; full, syrupy mouthfeel. Cocoa and pistachio lead the quiet, wood-framed finish.",https://www.coffeereview.com/review/balearic-beans/,https://www.modcup.com/
94,modcup coffee,Colombia Castillo Fruit Maceration Series (Peach),Oct 2022,"Elegantly floral, richly sweet. White peach, lilac, cocoa nib, lemon-thyme, oak in aroma and cup. Sweet-tart structure with vivacious, juicy acidity; plush, syrupy mouthfeel. Gently fruit-driven finish with notes of lemon-thyme and oak.
",https://www.coffeereview.com/review/colombia-castillo-fruit-maceration-series-peach/,https://www.modcup.com/
92,JBC Coffee Roasters,El Triunfo Mexico,Oct 2022,"A solidly satisfying Mexico cup with crisp chocolate, sweet citrus, and juicy fruit notes.
",https://www.coffeereview.com/review/el-triunfo-mexico-2/,https://www.jbccoffeeroasters.com/product-category/coffee/
95,Kasasagi Coffee Roasters,Full Moon Espresso,Oct 2022,"Evaluated as espresso. Richly floral, elegantly fruit-toned, chocolaty. Star jasmine, passionfruit, dark chocolate fudge, myrrh, a hint of marjoram in aroma and small cup. Very syrupy, viscous mouthfeel; crisply chocolaty, fruit-driven finish. In three parts milk, resonantly aromatic and complex with multiple layers of florals, fruit, chocolate, sweet herbs, and myrrh-like resin.
",https://www.coffeereview.com/review/full-moon-espresso/,
93,Euphora,World 2.0 Espresso Blend,Oct 2022,"Evaluated as espresso. Richly sweet, deeply chocolaty. Pie cherry, baking chocolate, lily, fir, cashew in aroma and small cup. Satiny mouthfeel; fir and cashew lead in the gently drying finish. Chocolate and pie cherry notes intensify in three parts milk.
",https://www.coffeereview.com/review/world-2-0-espresso-blend/,https://www.euphoracoffeestudio.com/categories/coffee-review
95,Euphora Coffee,Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,Oct 2022,"Floral-toned, richly fruity. Narcissus, watermelon candy, dark chocolate, amber, clove in aroma and cup. Sweet-savory structure with winey acidity; very full, syrupy mouthfeel. Resonant, long, flavor-laden finish.
",https://www.coffeereview.com/review/ethiopia-sidama-tamiru-tadesse-anaerobic-natural-special-auction-lot/,https://www.euphoracoffeestudio.com/categories/coffee-review
93,Euphora Coffee,Guatemala Finca Las Victorias Anaerobic Natural,Oct 2022,"Sweetly savory, deep-toned. Dark chocolate, red plum, hop flowers, bay leaf, agave syrup in aroma and cup. Crisply sweet structure with savory undertones and gentle acidity; full, viscous mouthfeel. Gently dying finish with leading notes of dark chocolate and hop flowers.
",https://www.coffeereview.com/review/guatemala-finca-las-victorias-anaerobic-natural/,https://www.euphoracoffeestudio.com/categories/coffee-review
94,VERYTIME,Colombia La Esperanza 100% Geisha Hanashaku,Oct 2022,"Delicate, elegant, sweetly bright. Bergamot, cocoa nib, dried mango, freesia, fresh-cut oak in aroma and cup. Sweet-toned structure with sparkling acidity; silky-smooth mouthfeel. Gently citrusy, cocoa-toned finish.
",https://www.coffeereview.com/review/colombia-la-esperanza-100-geisha-hanashaku/,https://www.verytime.com.tw/
95,San Francisco Bay Coffee,Kona Extra Fancy,Oct 2022,"Richly chocolaty, balanced, deep-toned. Dark chocolate, persimmon, roasted almond butter, magnolia, oak forest in aroma and cup. Sweet in structure with vibrant, apple-like malic acidity; plush, viscous mouthfeel. Integrated, flavor-saturated, very long finish.
",https://www.coffeereview.com/review/kona-extra-fancy-4/,https://sfbaycoffee.com/
94,Durango Coffee Company,Costa Rica Las Lajas Perla Negra,Oct 2022,"Delicately fruit-toned, richly tart. Raspberry jam, cocoa nib, lime, honeysuckle, cedar in aroma and cup. Sweetly tart structure with juicy acidity; syrupy-smooth mouthfeel. The finish consolidates to pleasing berry and citrus notes supported by cocoa nib.
",https://www.coffeereview.com/review/costa-rica-las-lajas-perla-negra-2/,https://www.durangocoffee.com/
96,GK Coffee,Ecuador COE 1st place Arashi Typica Mejorado Washed,Oct 2022,"Exceptionally balanced, high-toned. Pineapple, bergamot, cocoa nib, hazelnut, ginger flower in aroma and cup. Sweetly tart structure with cleanly fruity, vibrant acidity; very full, richly satiny mouthfeel. Crystalline finish that carries over all the aroma and flavor notes from the cup.
",https://www.coffeereview.com/review/ecuador-coe-1st-place-arashi-typica-mejorado-washed/,https://www.gkcoffee.com.tw
93,Amavida Coffee Roasters,Burundi Natural Anaerobic Kibingo,Oct 2022,"High-toned, sweetly tart. Black cherry, dark chocolate, pink peppercorn, pineapple saltwater taffy, redwood in aroma and cup. Crisply tart structure with brisk acidity; plush, syrupy mouthfeel. Fruity, chocolaty finish with undertones of pink peppercorn.
",https://www.coffeereview.com/review/burundi-natural-anaerobic-kibingo/,https://bit.ly/2PGHVY6
93,Amavida Coffee Roasters,Peru Gesha Limited-Release Homer Alarcón Gayoso,Oct 2022,"Deeply rich, sweet-toned. Caramel, baking chocolate, cane sugar, red plum, oak in aroma and cup. Sweet structure with gentle, round acidity; very full, syrupy mouthfeel. Crisply chocolaty, caramel-toned finish.
",https://www.coffeereview.com/review/peru-gesha-limited-release-homer-alarcon-gayoso/,https://bit.ly/2PGHVY6
95,Fumi Coffee Company,Ethiopia Getu Kurume Natural,Oct 2022,"Elegant, delicate, sweetly tart. Bergamot, dried apricot, cocoa nib, sage, star jasmine in aroma and cup. Delicately sweet, balanced structure with high-toned acidity; very smooth, satiny mouthfeel. Resonant, long, flavor-laden finish.
",https://www.coffeereview.com/review/ethiopia-getu-kurume-natural/,
93,Cozy House Coffee,Taste Bud Travel Blend Espresso,Oct 2022,"Evaluated as espresso. Richly nut-toned, deeply sweet. Almond brittle, date, gardenia, orange zest, cedar in aroma and small cup. Very syrupy, viscous mouthfeel; sweetly nutty finish. In three parts milk, floral tones are amplified, as are rich almond notes.
",https://www.coffeereview.com/review/taste-bud-travel-blend-espresso/,https://shop.cozyhousecoffee.com/
94,Cozy House Coffee,Fruit of the Goddess Espresso Blend,Oct 2022,"Juicy, sweet-tart, rich and deep. Black cherry, dark chocolate, sage, star jasmine, sandalwood in aroma and small cup. Creamy-smooth mouthfeel; long, lingering, chocolaty finish. Dark chocolate, black cherry and star jasmine take center stage in  cappuccino-scaled milk.
",https://www.coffeereview.com/review/fruit-of-the-goddess-espresso-blend/,https://shop.cozyhousecoffee.com/
94,Cozy House Coffee,Papua New Guinea Wahgi Valley Sigri Estate Peaberry,Oct 2022,"Spice-toned, exceptionally sweet. Clove, cinnamon, green apple, cocoa nib, magnolia in aroma and cup. Crisply sweet structure with lively acidity; very full, syrupy mouthfeel. The finish consolidates to spice-toned cocoa nib with a hint of magnolia.
",https://www.coffeereview.com/review/papua-new-guinea-wahgi-valley-sigri-estate-peaberry/,https://shop.cozyhousecoffee.com/
95,Cozy House Coffee,Kenya Nyeri Asali Peaberry,Oct 2022,"Rich-toned, deeply sweet-savory. Red currant, mustard flower, cocoa nib, butterscotch, almond butter in aroma and cup. Balanced, richly sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. Finish consolidates to cocoa-toned red currant with butterscotch undertones.
",https://www.coffeereview.com/review/kenya-nyeri-asali-peaberry/,https://shop.cozyhousecoffee.com/
94,Bargain Cafe,Memories of Autumn,Oct 2022,"Complex, multi-layered, deeply sweet. Lilac, cocoa nib, apricot, almond, tangerine zest in aroma and cup. Bright, juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with notes of lilac and plum, balanced by suggestions of crisp cocoa.
",https://www.coffeereview.com/review/memories-of-autumn/,https://www.bargain-cafe.com/
92,Bargain Cafe,Ethiopia Natural Guji Morel Floral Kudume,Oct 2022,"Crisp, cocoa-toned, gently floral. Baking chocolate, orange zest, date, hint of narcissus, fir in aroma and cup. Sweet-tart structure with high-toned acidity; crisply satiny mouthfeel. Gently drying finish with aromatic wood notes supported by orange zest.

",https://www.coffeereview.com/review/ethiopia-natural-guji-morel-floral-kudume/,https://www.bargain-cafe.com/
95,Magnolia Coffee,Ethiopia Gera Estate Anaerobic Natural,Oct 2022,"Tropically fruity, richly chocolaty. Dried blueberry, lychee, chocolate fudge, cedar, wisteria in aroma and cup. Brightly sweet-tart structure with winy acidity; plush, very viscous mouthfeel. Long, resonant, flavor-saturated finish.
",https://www.coffeereview.com/review/ethiopia-gera-estate-anaerobic-natural/,https://magnoliacoffeeco.com/
92,Rubasse Coffee Roaster,Colombia Cauca Finca El Paraiso Rose Tea,Oct 2022,"Richly aromatic, gently tart. Tamarind, magnolia, oak, pistachio, pink grapefruit zest in aroma and cup. Sweetly tarty structure with gently brisk acidity; crisp, satiny mouthfeel. Gently drying finish centered around notes of tamarind and oak with pistachio undertones.
",https://www.coffeereview.com/review/colombia-cauca-finca-el-paraiso-rose-tea/,
90,Chiming Coffee,Symphony Costa Rica Canet Caturra Raisin Honey,Oct 2022,"Gently sweet, crisply fruity. Dried pear, brown sugar, Brazil nut, fir, baking chocolate in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Satisfying simple, sweetly nut-driven finish.
",https://www.coffeereview.com/review/symphony-costa-rica-canet-caturra-raisin-honey/,
93,Chiming Coffee,Goddess Costa Rica Dota Tarrazu Geisha Natural,Oct 2022,"Sweet-tart, gently herbaceous. Dried apricot, honey, cashew butter, cocoa nib, lemon verbena in aroma and cup. Crisply sweet structure with even-keeled acidity; full, syrupy mouthfeel. The finish consolidates to notes of honey and cashew butter.
",https://www.coffeereview.com/review/goddess-costa-rica-dota-tarrazu-geisha-natural/,
95,JYL Cafe,Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,Oct 2022,"Resonantly floral, fruit-driven. Narcissus, pomegranate, amber, dark chocolate in aroma and cup. Sweetly tart structure with gently bright, fruity acidity; lively, viscous mouthfeel. The rich, concentrated finish centers around notes of pomegranate and dark chocolate with lush undertones of amber. 
",https://www.coffeereview.com/review/colombia-cauca-finca-el-paraiso-double-anaerobic-flor-lychee/,
92,Balmy Day Coffee Office,Costa Rica Canet Musician Mozart,Oct 2022,"Spice-toned, richly sweet. Clove, caramel, red apple, honeysuckle, oak in aroma and cup. Sweet structure with brisk acidity; full, syrupy mouthfeel. Finish consolidates to notes of baking spices and caramel.
",https://www.coffeereview.com/review/costa-rica-canet-musician-mozart/,
93,Dr. Young Cafe,Colombia El Paraiso Floral Lychee,Oct 2022,"Floral-toned, richly sweet-savory. Black cherry, dark chocolate, marjoram, sandalwood, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity; syrupy-smooth mouthfeel. The finish leads with notes of black cherry, rounding to cocoa tones in the long.

",https://www.coffeereview.com/review/colombia-el-paraiso-floral-lychee/,
93,RamsHead Coffee Roasters,Open Country Cafe Series,Oct 2022,"Crisply chocolaty, richly sweet. Pear, baking chocolate, magnolia, cashew, marjoram in aroma and cup. Sweet-toned structure with brisk acidity; plush, creamy mouthfeel. The sweetly nutty finish is supported by magnolia and baking chocolate. 
",https://www.coffeereview.com/review/open-country/,https://bit.ly/2P8dTQf
93,RamsHead Coffee Roasters,Backwoods Espresso,Oct 2022,"Evaluated as espresso. Rich-toned, deeply chocolaty. Dark chocolate, agave syrup, pomegranate nectar, almond brittle, cedar in aroma and small cup. Crisp, syrupy mouthfeel; chocolaty-sweet finish with undertones of almond and cedar. In cappuccino-scaled milk, dark chocolate notes dominate and a freesia-like spicy floral note emerges. 
",https://www.coffeereview.com/review/backwoods-espresso/,https://bit.ly/2P8dTQf
94,RamsHead Coffee Roasters,Costa Rica Cerro Dragon Geisha Honey,Oct 2022,"Delicately sweet-tart, balanced. Guava, macadamia nut, lemon verbena, cocoa nib, oak forest notes in aroma and cup. Sweetly tart structure with high-toned, balanced acidity; crisp, silky mouthfeel. The finish consolidates to notes of cocoa-toned guava with sweet herb undertones.
",https://www.coffeereview.com/review/costa-rica-cerro-dragon-geisha-honey/,https://bit.ly/2P8dTQf
96,Kakalove Cafe,Guatemala Washed El Injerto EI05 Mocca,Oct 2022,"Exceptionally balanced, elegant, resonantly spice-toned. Red currant, butterscotch, hazelnut butter, honeysuckle, sandalwood in aroma and cup. Sweet-toned structure with sweetly tart, vivacious acidity; lively, creamy-smooth mouthfeel. The long, resonant finish carries over all the aromas and flavors of the cup.",https://www.coffeereview.com/review/guatemala-washed-el-injerto-ei05-mocca/,http://www.kakalovecafe.com.tw/
95,Kakalove Cafe,Taiwan Natural Alishan Zhuo-Wu Geisha,Oct 2022,"Richly fruit-toned, deeply chocolaty. Dried raspberry, dark chocolate, pink peppercorn, amber in aroma and cup. Sweet-tart structure with juicy acidity; delicate, silky-smooth mouthfeel. The finish, centered around chocolate and berry notes, is rich, resonant and long.",https://www.coffeereview.com/review/taiwan-natural-alishan-zhuo-wu-geisha/,http://www.kakalovecafe.com.tw/
95,Kakalove Cafe,Ethiopia Natural Guji Uraga Tome 74110 Lot K06,Oct 2022,"Richly sweet-tart, fruity and juicy. Dried pineapple, dark chocolate, frankincense, wisteria, pistachio in aroma and cup. Richly sweet-savory structure with high-toned acidity; syrupy, viscous mouthfeel. The fruit-driven finish is complicated by notes of wisteria and dark chocolate. ",https://www.coffeereview.com/review/ethiopia-natural-guji-uraga-tome-74110-lot-k06/,http://www.kakalovecafe.com.tw/
93,Kakalove Cafe,Honduras Washed Amucap Espresso,Oct 2022,"Evaluated as espresso. Dark chocolate, cashew butter, pink grapefruit zest, black cherry, cedar in aroma and small cup. Crisp, velvety mouthfeel; sweetly chocolaty and nut-toned finish. In three parts milk, chocolate and nut impulses harmonize.",https://www.coffeereview.com/review/honduras-washed-amucap-espresso/,http://www.kakalovecafe.com.tw/
94,Cimarron Coffee Roasters,Kenya Gathaithi AA,Oct 2022,"Rich-toned, complex. Blackberry, dark chocolate, magrut lime leaf, fresh-cut cedar, narcissus in aroma and cup. Balanced, sweetly tart structure with juicy-bright acidity; plush, creamy mouthfeel. The long finish consolidates to blackberry and dark chocolate notes with hints of pink peppercorn.",https://www.coffeereview.com/review/kenya-gathaithi-aa/,
92,Cimarron Coffee Roasters,Ethiopia Hambela Dabaye,Oct 2022,"Delicately tart, sweetly herbaceous. Baking chocolate, red grape, lemon verbena, cedar, cane sugar in aroma and cup. Crisply sweet-tart with brisk acidity; syrupy-smooth mouthfeel. The sweetly herbaceous finish centers around notes of lemon verbena and cane sugar with cedar undertones.",https://www.coffeereview.com/review/ethiopia-hambela-dabaye/,
92,Golin Coffee Roasters,Ethiopia Biloya Washed G1,Oct 2022,"Crisply sweet-savory, spice-toned. Baking chocolate, black cherry, freesia, lemongrass, fresh-cut fir in aroma and cup. Sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. The resonant finish consolidates to notes of crisp chocolate and lemongrass.",https://www.coffeereview.com/review/ethiopia-biloya-washed-g1/,
92,Cimarron Coffee Roasters,Ethiopia Benti Nenka Dry Process,Oct 2022,"Crisply fruit-toned. Dried red apple, magnolia, almond, orange zest, oak in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Orange zest and almond notes lead the subtle, satisfying finish.",https://www.coffeereview.com/review/ethiopia-benti-nenka-dry-process/,
92,Golin Coffee Roasters,Ethiopia Birbisakela Washed G1,Oct 2022,"Delicately floral-toned. Wisteria, pear, maple syrup, almond, lime zest in aroma and cup. Crisply sweet with vibrant acidity; lightly satiny mouthfeel. Almond and pear notes lead the gentle, pleasing finish.",https://www.coffeereview.com/review/ethiopia-birbisakela-washed-g1/,
93,Golin Coffee Roasters,Ethiopia Sidamo Bensa Washed G1,Oct 2022,"Richly fruit-driven, invitingly aromatic. Lychee, violet, cocoa nib, thyme, agave syrup in aroma and cup. Sweet-savory structure with bittersweet acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of lychee and thyme with cocoa undertones.",https://www.coffeereview.com/review/ethiopia-sidamo-bensa-washed-g1/,
90,Cimarron Coffee Roasters,Shut-Eye Decaf,Oct 2022,"Deeply sweet, wood-framed. Agave syrup, fresh-cut oak, grapefruit zest, cocoa powder, date in aroma and cup. Sweet-savory structure with quiet acidity; very full, syrupy mouthfeel. The finish consolidates to notes of oak and agave syrup.",https://www.coffeereview.com/review/shut-eye-decaf/,
95,SOT Coffee Roaster,Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021,Oct 2022,"Delicately fruity, crisply high-toned. Wild strawberry, cocoa nib, lychee, bergamot, sandalwood in aroma and cup. Sweet-toned structure with gently bright acidity; satiny, viscous mouthfeel. The crisp, cocoa-driven finish is supported by hints of strawberry.",https://www.coffeereview.com/review/ethiopia-guji-uraga-tobutu-tuta-g1-experimental-lot-181na2021/,https://www.sotcoffee.com/
93,Old World Coffee Lab,Costa Rica La Toboba Red Honey,Oct 2022,"Brightly sweet, richly resonant. Red grape, cashew butter, agave syrup, fresh-cut oak, honeysuckle in aroma and cup. Sweet structure with juicy acidity; lightly satiny mouthfeel. The finish centers around suggestions of cashew and grape.",https://www.coffeereview.com/review/costa-rica-la-toboba-red-honey/,https://oldworldcoffee.co/
92,Old World Coffee Lab,Colombia Buesaco,Oct 2022,"Crisply cocoa- and berry-toned. Raspberry, cocoa nib, brown sugar, hazelnut, fir in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy mouthfeel. The gently drying finish consolidates to notes of brown sugar and fir.",https://www.coffeereview.com/review/colombia-buesaco-2/,https://oldworldcoffee.co/
94,The Angry Roaster,Colombia Jardines del Eden Pink Bourbon Wine Yeast Honey,Oct 2022,"Tropical fruit-toned, richly aromatic. Passionfruit, lychee, dark chocolate, tangerine zest, amber in aroma and cup. Sweetly tart structure with piquant acidity; full, syrupy-smooth mouthfeel. Fruit-driven finish with undertones of crisp chocolate.",https://www.coffeereview.com/review/colombia-jardines-del-eden-pink-bourbon-wine-yeast-honey/,
93,AKA Coffee Roasters,Kenya AA,Oct 2022,"Sweetly sweet-savory. Red currant, violet, oregano, cocoa nib, cedar in aroma and cup. Sweet structure with vibrant, balanced acidity; satiny-smooth mouthfeel. The subtle finish consolidates to notes of red currant and cocoa nib.",https://www.coffeereview.com/review/kenya-aa-21/,
