,Rating,Roaster,Coffee_Name,Review_Date,Review_Description,Complete_Review_URL,Roaster_Website_URL,Roaster_Location,Origin,Roast_Level,Aroma,Acidity,Body,Flavor,Aftertaste,Blind_Assessment,Notes,Bottom_Line,Price,url,Agtron_External,Agtron_Ground,Currency,Quantity,Unit,Price_USD
607,95,Ramshead Coffee Roasters,Ethiopia Belayneh Bariso Natural,2022-05-01,"Elegantly fruit-toned, juicy and bright. Lychee, cocoa nib, freesia, cedar, almond brittle in aroma and cup. Sweetly tart structure with high-toned acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish.",https://www.coffeereview.com/review/ethiopia-belayneh-bariso-natural/,https://bit.ly/2P8dTQf,"Bozeman, Montana","Sidama growing region, southern Ethiopia",Medium-Light,9,9,9,9,9,"Elegantly fruit-toned, juicy and bright. Lychee, cocoa nib, freesia, cedar, almond brittle in aroma and cup. Sweetly tart structure with high-toned acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish.","Produced by Asnake Bekele of Belayneh Farms, from local heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Imported by Catalyst Trade. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A classic natural-processed Sidama cup: balanced, fruit-focused, cocoa-toned and richly sweet.",19.5,https://www.coffeereview.com/review/ethiopia-belayneh-bariso-natural/,58,76,USD,340.19399999999996,grams,19.5
608,93,JBC Coffee Roasters,Kuta Kofi Papua New Guinea,2022-05-01,"Crisply sweet, very inviting. Salted caramel, pear, grapefruit zest, fresh-cut oak, lily in aroma and cup. Sweet structure with gently bright acidity; very full, satiny mouthfeel. The finish centers around notes of caramel and grapefruit zest.",https://www.coffeereview.com/review/kuta-kofi-papua-new-guinea/,https://www.jbccoffeeroasters.com/product-category/coffee/,"Madison, Wisconsin","Upper Waghi Valley, Jiawaka Province, Papua New Guinea",Medium-Light,9,8,9,9,8,"Crisply sweet, very inviting. Salted caramel, pear, grapefruit zest, fresh-cut oak, lily in aroma and cup. Sweet structure with gently bright acidity; very full, satiny mouthfeel. The finish centers around notes of caramel and grapefruit zest.","Produced by smallholding farmers, from trees of the Typica, Bourbon and Arusha varieties of Arabica, and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","An imminently welcoming PNG cup, classic in its profile, with leading notes of caramel and bittersweet citrus.",18.0,https://www.coffeereview.com/review/kuta-kofi-papua-new-guinea/,57,74,USD,340.19399999999996,grams,18.0
609,93,Dragonfly Coffee Roasters,Rwanda Gatare Natural,2022-05-01,"Balanced, crisply fruit-toned. Black cherry, orange zest, almond, agave syrup, hint of lilac in aroma and cup. Sweet-toned structure with gentle acidity; full, syrupy mouthfeel. Delicately fruit-toned finish with undertones of almond.",https://www.coffeereview.com/review/rwanda-gatare-natural/,,"Henderson, Nevada","Western Province, Rwanda",Medium-Light,9,8,9,9,8,"Balanced, crisply fruit-toned. Black cherry, orange zest, almond, agave syrup, hint of lilac in aroma and cup. Sweet-toned structure with gentle acidity; full, syrupy mouthfeel. Delicately fruit-toned finish with undertones of almond.","Produced by smallholding farmers, entirely of the Red Bourbon variety of Arabica, and processed by the natural method (dried in the whole fruit). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine.  Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A pretty natural-processed Rwanda cup, fruit-forward and nutty with floral undertones.",18.0,https://www.coffeereview.com/review/rwanda-gatare-natural/,58,76,USD,340.19399999999996,grams,18.0
610,93,JBC Coffee Roasters,Rock the House Blend,2022-05-01,"Chocolaty, crisply sweet. Bing cherry, baking chocolate, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweetly tart structure with brisk acidity; viscous, satiny mouthfeel. Chocolaty, nut-driven finish.",https://www.coffeereview.com/review/rock-the-house-blend-2/,https://www.jbccoffeeroasters.com/product-category/coffee/,"Madison, Wisconsin","Africa, South America, Central America",Medium-Light,9,8,9,9,8,"Chocolaty, crisply sweet. Bing cherry, baking chocolate, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweetly tart structure with brisk acidity; viscous, satiny mouthfeel. Chocolaty, nut-driven finish.","Certified Fair Trade and USDA Organic. A blend of coffees from Africa, South America and Central America. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A solid house blend from Madison’s JBC Coffee Roasters — balanced, affordable, pleasingly familiar.",17.0,https://www.coffeereview.com/review/rock-the-house-blend-2/,57,79,USD,340.19399999999996,grams,17.0
611,95,Paradise Roasters,Yemen Al Mashtal Al Burhani,2022-05-01,"Flavor-saturated, vibrantly aromatic. Pomegranate, clove, date, rosewood, tangerine zest in aroma and cup. Deeply sweet structure with balanced, fruit-toned acidity; satiny-smooth mouthfeel. Complex, sweet-tart finish, balanced and long.",https://www.coffeereview.com/review/yemen-al-mashtal-al-burhani-2/,https://paradiseroasters.com/,"Minneapolis, Minnesota","Haraaz, Yemen",Medium-Light,9,9,9,9,9,"Flavor-saturated, vibrantly aromatic. Pomegranate, clove, date, rosewood, tangerine zest in aroma and cup. Deeply sweet structure with balanced, fruit-toned acidity; satiny-smooth mouthfeel. Complex, sweet-tart finish, balanced and long.","Produced at Mashtal Al Burhani Farm, from trees of the Tuffahi, Dawairi, Jaadi, and various other heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An impressive, intensely aromatic Yemen cup with both sweet and tart fruit notes and an integrated aromatic wood throughline that result in a lively, integrated cup profile.",30.0,https://www.coffeereview.com/review/yemen-al-mashtal-al-burhani-2/,58,74,USD,113.398,grams,30.0
612,95,Paradise Roasters,Ka‘ū Lactic Natural,2022-05-01,"Voluptuous, juicy, unique. Starfruit, cocoa nib, star jasmine, amber, wild strawberry in aroma and cup. High-toned, vibrantly sweet structure with bright, balanced acidity; viscous, syrupy mouthfeel. Resonantly, long, lingering finish, fruity and deep.",https://www.coffeereview.com/review/kau-lactic-natural/,https://paradiseroasters.com/,"Minneapolis, Minnesota","Ka‘ū, Big Island of Hawai‘i",Medium-Light,9,9,9,9,9,"Voluptuous, juicy, unique. Starfruit, cocoa nib, star jasmine, amber, wild strawberry in aroma and cup. High-toned, vibrantly sweet structure with bright, balanced acidity; viscous, syrupy mouthfeel. Resonantly, long, lingering finish, fruity and deep.","Produced by Miranda Farms, entirely of the Red Catuai variety of Arabica and processed by an experimental natural method involving the inoculation of the cherries with lactic acid-producing organisms in a low oxygen environment for several days, then drying them on screens in a dehumidified room. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A uniquely composed, experimentally processed Ka‘ū cup, produced in very small quantities and worth seeking out.",30.0,https://www.coffeereview.com/review/kau-lactic-natural/,60,77,USD,113.398,grams,30.0
613,93,Paradise Roasters,Sumatra Yellow Bourbon,2022-05-01,"Richly sweet-savory, multi-layered. Baking chocolate, goji berry, saltwater taffy, bay leaf, freesia-like flowers in aroma and cup. Balanced, sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. Chocolaty and berry-driven finish with undertones of saltwater taffy.",https://www.coffeereview.com/review/sumatra-yellow-bourbon/,https://paradiseroasters.com/,"Minneapolis, Minnesota","Pematang Purba, Simalungun, Sumatra, Indonesia",Medium-Light,9,8,9,9,8,"Richly sweet-savory, multi-layered. Baking chocolate, goji berry, saltwater taffy, bay leaf, freesia-like flowers in aroma and cup. Balanced, sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. Chocolaty and berry-driven finish with undertones of saltwater taffy.","Produced at Lisa & Leo’s Farm, entirely of the Yellow Bourbon variety of Arabica, and processed by the traditional fermented and washed method. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",A Sumatra cup that’s atypical in its processing method (conventionally washed rather than washed and wet-hulled like traditional Sumatras) and almost Kenya-like in its sweet-savory balance.,35.0,https://www.coffeereview.com/review/sumatra-yellow-bourbon/,58,75,USD,340.19399999999996,grams,35.0
614,94,Paradise Roasters,Colombia Finca El Paraiso Castillo Red Plum,2022-05-01,"Richly floral, resonantly fruit-toned. Apricot blossom, Bing cherry, amber, cocoa nib, black sage in aroma and cup. Sweetly tart structure with gently bright, floral-driven acidity; buoyant, silky mouthfeel. The finish centers around notes of Bing cherry, apricot blossom and amber.",https://www.coffeereview.com/review/colombia-finca-el-paraiso-castillo-red-plum/,https://paradiseroasters.com/,"Minneapolis, Minnesota","Cauca Department, Colombia",Light,9,9,9,9,9,"Richly floral, resonantly fruit-toned. Apricot blossom, Bing cherry, amber, cocoa nib, black sage in aroma and cup. Sweetly tart structure with gently bright, floral-driven acidity; buoyant, silky mouthfeel. The finish centers around notes of Bing cherry, apricot blossom and amber.","Produced by Diego Bermudez entirely of the Castillo variety of Arabica, and processed by the double-anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information","A uniquely composed, double-anaerobic washed Colombia cup that’s flavor-saturated and harmoniously sweet-tart-savory — unusual and inviting.",16.0,https://www.coffeereview.com/review/colombia-finca-el-paraiso-castillo-red-plum/,62,80,USD,113.398,grams,16.0
615,94,Cozy House Coffee,Ethiopia Guji Uraga Tebe Burku Natural,2022-04-01,"Deeply sweet, fruit-toned, lively. Black cherry, dark chocolate, marshmallow, macadamia nut, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity; full, creamy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of macadamia nut and dark chocolate.",https://www.coffeereview.com/review/ethiopia-guji-uraga-tebe-burku-natural/,https://shop.cozyhousecoffee.com/,"Taipei City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,9,9,9,9,8,"Deeply sweet, fruit-toned, lively. Black cherry, dark chocolate, marshmallow, macadamia nut, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity; full, creamy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of macadamia nut and dark chocolate.","Produced in the Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","An integrated, cleanly natural-processed Ethiopia cup, fruit-driven, with an especially rich, creamy mouthfeel.",350.0,https://www.coffeereview.com/review/ethiopia-guji-uraga-tebe-burku-natural/,58,74,TWD,227.0,grams,10.5
616,95,Cozy House Coffee,British Style Espresso Blend,2022-04-01,"Evaluated as espresso. Juicy, richly sweet-tart. Pomegranate, dark chocolate, amber, almond butter, pomelo in aroma and small cup. Very syrupy mouthfeel; long, lingering, flavor-saturated finish. The tart-leaning structure stands up in cappuccino-scaled milk without sacrificing rich dark chocolate notes.",https://www.coffeereview.com/review/british-style-espresso-blend/,https://shop.cozyhousecoffee.com/,"Taipei City, Taiwan",Panama; Honduras; Ethiopia,Medium,9,9,9,9,9,"Evaluated as espresso. Juicy, richly sweet-tart. Pomegranate, dark chocolate, amber, almond butter, pomelo in aroma and small cup. Very syrupy mouthfeel; long, lingering, flavor-saturated finish. The tart-leaning structure stands up in cappuccino-scaled milk without sacrificing rich dark chocolate notes.","A blend of coffees from Panama, Honduras and Ethiopia roasted for espresso applications. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST).  For more information, visit https://shop.cozyhousecoffee.com.","Juicy, tart and chocolaty in both the straight shot and in milk — balanced, vibrant, compellingly harmonious.",500.0,https://www.coffeereview.com/review/british-style-espresso-blend/,50,64,TWD,227.0,grams,15.0
617,93,Cozy House Coffee,Ethiopia Yirgacheffe Konga Natural,2022-04-01,"Deeply sweet-savory. Blackberry, hop flowers, sandalwood, cocoa nib, a hint of lemon verbena in aroma and cup. Sweet-savory structure with gentle, round acidity; full, syrupy mouthfeel. Cocoa-toned sandalwood and blackberry notes characterize the resonant finish.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-konga-natural/,https://shop.cozyhousecoffee.com/,"Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"Deeply sweet-savory. Blackberry, hop flowers, sandalwood, cocoa nib, a hint of lemon verbena in aroma and cup. Sweet-savory structure with gentle, round acidity; full, syrupy mouthfeel. Cocoa-toned sandalwood and blackberry notes characterize the resonant finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional landrace varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.",A rich-toned natural Yirgacheffe cup with an invitingly savory-leaning structure and especially viscous mouthfeel.,350.0,https://www.coffeereview.com/review/ethiopia-yirgacheffe-konga-natural/,61,76,TWD,227.0,grams,10.5
618,94,Cozy House Coffee,Costa Rica Brunca Rivense Las Moras Black Honey,2022-04-01,"Juicy sweet, gently fermenty. Raspberry, thyme, dark chocolate, wine barrel in aroma and cup. Rich, sweet structure with buoyant acidity; satiny, viscous mouthfeel. Deeply chocolaty and fruit-toned finish.",https://www.coffeereview.com/review/costa-rica-brunca-rivense-las-moras-black-honey/,https://shop.cozyhousecoffee.com/,"Taipei City, Taiwan","Brunca growing region, Costa Rica",Medium-Light,9,9,9,9,8,"Juicy sweet, gently fermenty. Raspberry, thyme, dark chocolate, wine barrel in aroma and cup. Rich, sweet structure with buoyant acidity; satiny, viscous mouthfeel. Deeply chocolaty and fruit-toned finish.","Produced by the Urena Rojas Family entirely of the Red Catuai variety of Arabica, and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the fruit flesh or mucilage is allowed to dry on the beans. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.",A resonant black honey-processed Costa Rica cup with intense berry and dark chocolate notes and an intriguing hint of oaky wine.,400.0,https://www.coffeereview.com/review/costa-rica-brunca-rivense-las-moras-black-honey/,62,76,TWD,227.0,grams,12.0
619,94,Cozy House Coffee,Ethiopia Yirgacheffe Hama Washed,2022-04-01,"Complex, multi-layered, deeply sweet-tart. Lilac, cocoa nib, peach, amber, pistachio in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of lilac and peach, balanced by suggestions of crisp cocoa.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-hama-washed/,https://shop.cozyhousecoffee.com/,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,9,9,9,9,8,"Complex, multi-layered, deeply sweet-tart. Lilac, cocoa nib, peach, amber, pistachio in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of lilac and peach, balanced by suggestions of crisp cocoa.","Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","A delicately high-toned, crisply sweet-tart washed Yirgacheffe cup with a floral throughline.",350.0,https://www.coffeereview.com/review/ethiopia-yirgacheffe-hama-washed/,62,76,TWD,227.0,grams,10.5
620,93,Cozy House Coffee,Guatemala Antigua Bella Carmona,2022-04-01,"Floral-driven, crisply cocoa-toned. Baking chocolate, magnolia, golden raisin, almond brittle, cedar in aroma and cup. Sweet structure with brisk acidity; syrupy-smooth mouthfeel. Baking chocolate and magnolia carry the finish, with undertones of fresh-cut cedar.",https://www.coffeereview.com/review/guatemala-antigua-bella-carmona/,https://shop.cozyhousecoffee.com/,"Taipei City, Taiwan","Antigua growing region, Guatemala",Medium-Light,9,8,9,9,8,"Floral-driven, crisply cocoa-toned. Baking chocolate, magnolia, golden raisin, almond brittle, cedar in aroma and cup. Sweet structure with brisk acidity; syrupy-smooth mouthfeel. Baking chocolate and magnolia carry the finish, with undertones of fresh-cut cedar.","Produced by Luis Pedro Zelaya Zamora from trees of the Bourbon and Caturra varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","A balanced, resonant Guatemala cup animated by inviting floral, chocolate, and dried fruit notes.",350.0,https://www.coffeereview.com/review/guatemala-antigua-bella-carmona/,58,74,TWD,227.0,grams,10.5
621,96,Kakalove Cafe,Peru Washed Santa Monica Gesha,2022-04-01,"Bright, balanced, energetic, tropical. Star jasmine, passion fruit, cocoa nib, bergamot, wild honey in aroma and cup. Richly sweet with elegantly high-toned acidity; buoyantly silky mouthfeel. The long, lingering finish centers around notes of cocoa nib and bergamot with undertones of star jasmine.",https://www.coffeereview.com/review/peru-washed-santa-monica-gesha/,http://www.kakalovecafe.com.tw/,"Chia-Yi, Taiwan","Amaybamba, Cusco, Peru",Medium-Light,9,9,9,10,9,"Bright, balanced, energetic, tropical. Star jasmine, passion fruit, cocoa nib, bergamot, wild honey in aroma and cup. Richly sweet with elegantly high-toned acidity; buoyantly silky mouthfeel. The long, lingering finish centers around notes of cocoa nib and bergamot with undertones of star jasmine.","Produced by Hugo Mariño Laura of Santa Mónica Farm entirely of the Gesha (also spelled Geisha) variety of Arabica, and processed by the washed method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A dreamy but bright, fruit-toned Peru Gesha — tropics in a cup.",700.0,https://www.coffeereview.com/review/peru-washed-santa-monica-gesha/,58,77,TWD,113.398,grams,21.0
622,94,Kakalove Cafe,Taiwan Washed Alishan Ching-Ye Farm SL34,2022-04-01,"Richly sweet-tart, delicately fruit-toned. Wild strawberry, honey, freesia, cedar, marjoram in aroma and cup. Sweetly tart structure with juicy, gently bright acidity; full, satiny-smooth mouthfeel. The resonant finish leads with notes of honey-toned strawberry and marjoram.",https://www.coffeereview.com/review/taiwan-washed-alishan-ching-ye-farm-sl34/,http://www.kakalovecafe.com.tw/,"Chia-Yi, Taiwan","Alishan, Chia-Yi City, Taiwan",Medium-Light,9,9,9,9,8,"Richly sweet-tart, delicately fruit-toned. Wild strawberry, honey, freesia, cedar, marjoram in aroma and cup. Sweetly tart structure with juicy, gently bright acidity; full, satiny-smooth mouthfeel. The resonant finish leads with notes of honey-toned strawberry and marjoram.",Produced at Ching-Ye farm in Taiwan entirely of the admired SL34 variety of Arabica and processed by the washed method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A complex, intriguing coffee from Alishan, a region in Taiwan famous for its tea production. Honeyed berry and spicy flowers predominate.",400.0,https://www.coffeereview.com/review/taiwan-washed-alishan-ching-ye-farm-sl34/,56,74,TWD,113.398,grams,12.0
623,94,Merge Coffee Company,Ethiopia Guji Odo Shakiso,2022-04-01,"Gently sweet-tart, complexly layered. Dried blackberry, honeysuckle, hazelnut butter, cocoa nib, a hint of wine barrel in aroma and cup. Sweetly tart structure with winey acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of hazelnut butter and cocoa nib with undertones of blackberry.",https://www.coffeereview.com/review/ethiopia-guji-odo-shakiso/,,"Harrisonburg, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,9,9,8,"Gently sweet-tart, complexly layered. Dried blackberry, honeysuckle, hazelnut butter, cocoa nib, a hint of wine barrel in aroma and cup. Sweetly tart structure with winey acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of hazelnut butter and cocoa nib with undertones of blackberry.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.","A fruit-forward, natural-processed Guji cup with a hint of sweet ferment and deep nut and cocoa undertones.",17.99,https://www.coffeereview.com/review/ethiopia-guji-odo-shakiso/,60,76,USD,340.19399999999996,grams,17.99
624,93,Merge Coffee Company,Colombia Beasaquito,2022-04-01,"Delicate, sweet-toned. Date, baking chocolate, honey, almond, cedar in aroma and cup. Sweet structure with round acidity; plush, satiny mouthfeel. The inviting finish centers around notes of honey and baking chocolate.",https://www.coffeereview.com/review/colombia-beasaquito/,,"Harrisonburg, Virginia","Buesaco, Nariño Department, Colombia",Light,9,8,9,9,8,"Delicate, sweet-toned. Date, baking chocolate, honey, almond, cedar in aroma and cup. Sweet structure with round acidity; plush, satiny mouthfeel. The inviting finish centers around notes of honey and baking chocolate.","Produced by Jose Gomez of Finca Al Paraiso and processed by the natural method (sun-dried in the whole fruit). Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.","A balanced, friendly, cleanly natural processed Colombia cup with sweet throughlines of chocolate and honey.",17.99,https://www.coffeereview.com/review/colombia-beasaquito/,62,80,USD,340.19399999999996,grams,17.99
625,95,Jaunt Coffee Roasters,Ethiopia Sidamo Karamo,2022-04-01,"Delicate, vibrantly floral, citrusy. Bergamot, wisteria, almond brittle, thyme, cane sugar in aroma and cup. Bright, balanced structure with elegantly juicy acidity; buoyant, silky mouthfeel. Flavor-saturated, very long finish.",https://www.coffeereview.com/review/ethiopia-sidamo-karamo/,https://jauntcoffee.com/,"San Diego, California","Sidamo growing region, southern Ethiopia",Light,9,9,9,9,9,"Delicate, vibrantly floral, citrusy. Bergamot, wisteria, almond brittle, thyme, cane sugar in aroma and cup. Bright, balanced structure with elegantly juicy acidity; buoyant, silky mouthfeel. Flavor-saturated, very long finish.","Produced by smallholding farmers from the Shantawene, Bombe and Keramo villages largely from trees of local landrace varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Certifications include Rainforest Alliance and Utz. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.","A beautiful classic washed Ethiopia cup with complex citrus, delicately deep floral, and sweet herb notes.",26.0,https://www.coffeereview.com/review/ethiopia-sidamo-karamo/,62,80,USD,340.19399999999996,grams,26.0
626,94,JBC Coffee Roasters,Gigesa Ethiopia,2022-04-01,"Complex, multi-layered, deeply sweet. Dark chocolate, date, butterscotch, ginger blossom, marjoram in aroma and cup. Sweetly tart structure with high-toned acidity; syrupy mouthfeel. The resonant finish centers around notes of date and dark chocolate.",https://www.coffeereview.com/review/gigesa-ethiopia-3/,https://www.jbccoffeeroasters.com/product-category/coffee/,"Madison, Wisconsin","Guji Zone, Oromia Region, Ethiopia",Medium-Light,9,9,9,9,8,"Complex, multi-layered, deeply sweet. Dark chocolate, date, butterscotch, ginger blossom, marjoram in aroma and cup. Sweetly tart structure with high-toned acidity; syrupy mouthfeel. The resonant finish centers around notes of date and dark chocolate.",Southern Ethiopia coffees like this one are largely produced from distinctive landrace Ethiopian varieties of Arabica long grown there. This is a natural-processed version (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A deep-toned Ethiopia natural: cleanly fruity, richly chocolaty, juicy-sweet.",19.0,https://www.coffeereview.com/review/gigesa-ethiopia-3/,56,74,USD,340.19399999999996,grams,19.0
627,94,Rusty's Hawaiian,Oahu Triple-Bourbon “Sparkling” Yeast Ferment,2022-04-01,"Complex, multi-layered, gently fruit-forward. Grape taffy, dark chocolate, dark chocolate, almond brittle, orange creamsicle in aroma and cup. Sweet-toned structure with gently bright acidity; silky, viscous mouthfeel. Resonantly chocolaty finish with undertones of almond and orange.",https://www.coffeereview.com/review/oahu-triple-bourbon-sparkling-yeast-ferment/,,"Pahala, Hawai'i","Maunawili growing region, southeastern Oahu, Hawaii",Medium-Light,9,9,9,9,8,"Complex, multi-layered, gently fruit-forward. Grape taffy, dark chocolate, dark chocolate, almond brittle, orange creamsicle in aroma and cup. Sweet-toned structure with gently bright acidity; silky, viscous mouthfeel. Resonantly chocolaty finish with undertones of almond and orange.","Comprised of three varieties of Bourbon — red, yellow and pink — that were submerged in water with a yeast inoculation for 48 hours, then dried in the whole fruit. The lot was then cured for one month before hulling. Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","An unusual coffee in almost every respect: From trees of three Bourbon-related varieties of Arabica grown on the Hawaiian island of Oahu and dried in the fruit after a yeast-inoculated ferment, culminating in an original, complex cup.",17.0,https://www.coffeereview.com/review/oahu-triple-bourbon-sparkling-yeast-ferment/,54,74,USD,113.398,grams,17.0
628,93,JBC Coffee Roasters,Rayo del Sol Peru,2022-04-01,"Floral, chocolate-toned. Dark chocolate, honeysuckle, pistachio, cedar, apricot in aroma and cup. Sweetly tart with juicy, balanced acidity; velvety-smooth mouthfeel. The finish is all about dark chocolate and pistachio.",https://www.coffeereview.com/review/rayo-del-sol-peru/,https://www.jbccoffeeroasters.com/product-category/coffee/,"Madison, Wisconsin","Panchia, Tabaconas, Cajamarca Department, Peru",Medium-Light,9,9,8,9,8,"Floral, chocolate-toned. Dark chocolate, honeysuckle, pistachio, cedar, apricot in aroma and cup. Sweetly tart with juicy, balanced acidity; velvety-smooth mouthfeel. The finish is all about dark chocolate and pistachio.",Produced by Roxana Rangel from trees of the Yellow Caturra and Typica varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A woman-farmed Peru, lush, floral and deep-toned in the cup.",19.5,https://www.coffeereview.com/review/rayo-del-sol-peru/,56,74,USD,340.19399999999996,grams,19.5
